"SITE_ID","YEAR","SEASON","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"OXF122","1997.0","FA","09/02/1997 09:00:00","12/02/1997 08:00:00","10.541","4.689","2.15","2.214","4.329","1.904","","","","",""
"GTH161","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","0.142","0.429","0.085","0.203","0.285","0.166","0.051","0.016","0.009","0.013","0.012"
"SPD111","2011.0","SP","03/01/2011 09:00:00","05/31/2011 08:00:00","1.166","2.879","0.331","1.019","1.334","0.933","0.277","0.139","0.046","0.084","0.042"
"CDR119","2003.0","WI","12/03/2002 09:00:00","03/04/2003 08:00:00","11.377","2.879","0.7","2.022","2.689","0.996","0.14","0.093","0.024","0.066",""
"CAT175","2007.0","FA","09/04/2007 09:00:00","12/04/2007 08:00:00","3.634","2.871","0.293","1.783","2.047","0.985","0.108","0.079","0.026","0.035","0.032"
"BEL116","2018.0","WI","11/28/2017 09:00:00","02/27/2018 08:00:00","1.11","1.142","1.899","0.683","2.571","0.74","0.193","0.445","0.039","0.059","0.472"
"EGB181","2015.0","FA","09/01/2015 09:00:00","12/01/2015 08:00:00","0.929","1.202","1.054","0.686","1.729","0.518","0.448","0.052","0.062","0.053","0.053"
"CND125","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.325","1.111","0.441","0.618","1.049","0.362","0.095","0.279","0.047","0.068","0.181"
"ROM206","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","0.643","0.823","0.349","1.043","1.375","0.358","0.249","0.034","0.029","0.058",""
"ROM206","2018.0","WI","11/28/2017 09:00:00","02/27/2018 08:00:00","0.121","0.179","0.133","0.157","0.288","0.074","0.058","0.026","0.008","0.013","0.017"
"ONL102","1987.0","WI","01/01/1987 00:00:00","03/03/1987 08:00:00","","","","","","","","","","",""
"QAK172","1994.0","WI","11/30/1993 09:00:00","03/01/1994 08:00:00","32.227","3.799","0.628","3.401","3.975","1.041","","","","",""
"BBE401","2021.0","SP","03/02/2021 09:00:00","06/01/2021 08:00:00","","","","","","","","","","",""
"CNT169","2021.0","SU","06/01/2021 09:00:00","08/31/2021 08:00:00","0.148","0.436","0.222","0.44","0.655","0.262","0.185","0.036","0.026","0.076","0.013"
"SEK430","2020.0","FA","09/01/2020 09:00:00","12/01/2020 08:00:00","0.706","1.152","2.101","1.465","3.543","0.904","0.779","0.164","0.109","0.335","0.044"
"CAN407","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.197","0.582","0.163","0.75","0.901","0.206","0.301","0.056","0.036","0.039","0.024"
"PNF126","2000.0","WI","11/30/1999 09:00:00","02/29/2000 08:00:00","4.352","2.034","0.352","1.763","2.086","0.713","","","","",""
"MKG113","2002.0","FA","09/03/2002 09:00:00","12/03/2002 08:00:00","8.853","4.186","1.217","1.837","3.025","1.617","0.261","0.063","0.035","0.065",""
"SND152","2021.0","SU","06/01/2021 09:00:00","08/31/2021 08:00:00","0.239","1.206","0.284","0.708","0.981","0.41","0.176","0.12","0.042","0.131","0.061"
"SND152","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","4.909","4.688","0.968","1.555","2.499","1.929","0.179","0.117","0.034","0.084","0.076"
"CKT136","2018.0","WI","11/28/2017 09:00:00","02/27/2018 08:00:00","0.919","1.092","1.066","0.936","1.988","0.551","0.17","0.11","0.025","0.045","0.041"
"WNC429","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","0.327","0.577","0.299","0.407","0.7","0.213","0.327","0.025","0.032","0.033","0.015"
"GLR468","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.166","0.45","0.129","0.264","0.389","0.165","0.117","0.035","0.029","0.037","0.018"
"CAD150","2020.0","SP","03/03/2020 09:00:00","06/02/2020 08:00:00","0.296","1.133","0.284","0.44","0.717","0.33","0.12","0.163","0.035","0.073","0.055"
"ROM206","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.156","0.503","0.173","0.466","0.631","0.226","0.143","0.025","0.02","0.047","0.012"
"PNF126","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.201","0.865","0.206","0.451","0.65","0.3","0.095","0.072","0.021","0.04","0.039"
"WST109","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","0.575","2.594","0.062","0.483","0.537","0.801","0.058","0.04","0.013","0.046",""
"CAD150","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","1.0","5.053","0.138","1.543","1.656","1.483","0.183","0.193","0.05","0.122",""
"CAN407","1995.0","FA","08/29/1995 09:00:00","11/28/1995 08:00:00","0.845","0.782","0.17","1.068","1.221","0.27","","","","",""
"SPD111","1998.0","WI","12/02/1997 09:00:00","03/03/1998 08:00:00","9.056","3.319","0.96","1.645","2.578","1.35","","","","",""
"BVL130","1995.0","SU","05/30/1995 09:00:00","08/29/1995 08:00:00","4.715","7.772","0.927","4.704","5.556","2.666","","","","",""
"FOR605","2014.0","FA","09/02/2014 09:00:00","12/02/2014 08:00:00","0.281","0.444","0.15","0.414","0.558","0.152","0.308","0.027","0.037","0.026","0.016"
"VIN140","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","7.315","5.494","0.997","1.543","2.515","1.486","1.405","0.06","0.127","0.112","0.042"
"BAS601","2018.0","FA","09/04/2018 09:00:00","12/04/2018 08:00:00","0.792","0.522","0.351","0.273","0.62","0.259","0.173","0.027","0.022","0.039","0.019"
"VIN140","2001.0","SP","02/27/2001 09:00:00","05/29/2001 08:00:00","9.189","4.371","3.778","1.733","5.483","2.134","1.054","0.227","0.119","0.087",""
"PND165","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","0.288","0.324","0.102","0.249","0.347","0.13","0.03","0.014","0.005","0.015","0.014"
"CAN407","2021.0","SU","06/01/2021 09:00:00","08/31/2021 08:00:00","0.122","0.487","0.187","0.78","0.954","0.213","0.414","0.062","0.051","0.077","0.03"
"VIN140","2007.0","WI","11/28/2006 09:00:00","02/27/2007 08:00:00","10.176","2.627","3.473","0.887","4.346","1.462","0.89","0.156","0.068","0.061","0.194"
"EGB181","1995.0","FA","08/29/1995 09:00:00","11/28/1995 08:00:00","4.068","2.607","2.236","1.301","3.516","1.248","","","","",""
"SUM156","2013.0","FA","09/03/2013 09:00:00","12/03/2013 08:00:00","0.465","1.561","0.33","0.405","0.728","0.379","0.082","0.425","0.058","0.066","0.242"
"GRB411","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","0.145","0.454","0.187","0.28","0.462","0.166","0.243","0.07","0.03","0.032","0.043"
"FOR605","2017.0","WI","11/29/2016 09:00:00","02/28/2017 08:00:00","0.656","0.538","0.403","0.348","0.745","0.265","0.074","0.024","0.011","0.015","0.016"
"PND165","2011.0","FA","08/30/2011 09:00:00","11/29/2011 08:00:00","0.208","0.443","0.102","0.239","0.337","0.19","0.08","0.023","0.011","0.021","0.013"
"LYK123","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","5.099","2.741","5.626","0.727","6.341","2.341","0.338","0.198","0.069","0.096","0.23"
"CVL151","1994.0","WI","11/30/1993 09:00:00","03/01/1994 08:00:00","","","","","","","","","","",""
"CKT136","1994.0","WI","11/30/1993 09:00:00","03/01/1994 08:00:00","17.876","3.525","0.382","2.891","3.227","0.895","","","","",""
"ROM406","2012.0","FA","09/04/2012 09:00:00","12/04/2012 08:00:00","0.218","0.377","0.128","0.369","0.492","0.176","0.093","0.015","0.012","0.02","0.013"
"ESP127","2011.0","FA","08/30/2011 09:00:00","11/29/2011 08:00:00","0.85","1.936","0.271","0.683","0.943","0.6","0.226","0.132","0.039","0.069","0.085"
"YEL408","2007.0","WI","11/28/2006 09:00:00","02/27/2007 08:00:00","1.207","0.242","0.241","0.12","0.359","0.145","0.015","0.009","0.003","0.006","0.014"
"MCK231","1996.0","SU","06/04/1996 09:00:00","09/03/1996 08:00:00","4.931","10.119","0.413","3.437","3.795","2.854","","","","",""
"BVL130","2002.0","WI","12/04/2001 09:00:00","02/26/2002 08:00:00","5.259","2.13","3.735","0.704","4.428","1.679","0.376","0.102","0.048","0.042",""
"PAR107","1997.0","WI","12/03/1996 09:00:00","03/04/1997 08:00:00","11.573","3.23","0.899","1.49","2.365","0.878","","","","",""
"ABT147","1998.0","SP","03/03/1998 09:00:00","06/02/1998 08:00:00","4.039","2.738","0.713","2.08","2.76","0.85","","","","",""
"ROM206","2003.0","SU","06/03/2003 09:00:00","09/02/2003 08:00:00","0.389","0.86","0.231","1.004","1.219","0.363","0.141","0.024","0.019","0.044",""
"ROM406","1998.0","FA","09/01/1998 09:00:00","12/01/1998 08:00:00","0.592","0.807","0.305","0.599","0.895","0.332","","","","",""
"HWF187","2007.0","WI","11/28/2006 09:00:00","02/27/2007 08:00:00","2.147","1.351","0.38","0.675","1.044","0.488","0.044","0.082","0.013","0.022","0.039"
"SEK402","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","0.649","0.837","1.379","1.326","2.684","0.581","0.168","0.117","0.038","0.075","0.039"
"ESP127","2007.0","FA","09/04/2007 09:00:00","12/04/2007 08:00:00","2.856","3.62","0.394","1.232","1.607","1.152","0.282","0.128","0.044","0.069","0.034"
"GLR468","2003.0","FA","09/02/2003 09:00:00","12/02/2003 08:00:00","0.455","0.624","0.545","0.267","0.808","0.403","0.162","0.033","0.026","0.071","0.027"
"NEC602","2021.0","SP","03/02/2021 09:00:00","06/01/2021 08:00:00","0.232","0.574","0.285","0.349","0.628","0.194","0.387","0.058","0.029","0.029","0.021"
"CNT169","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","0.112","0.149","0.054","0.129","0.181","0.064","0.018","0.007","0.003","0.006","0.012"
"HOW132","2001.0","FA","09/04/2001 09:00:00","12/04/2001 08:00:00","1.083","1.805","0.247","0.665","0.901","0.569","0.059","0.168","0.026","0.038",""
"UMA009","2021.0","WI","12/01/2020 09:00:00","03/02/2021 08:00:00","0.095","0.19","0.33","0.099","0.427","0.145","0.024","0.051","0.008","0.019","0.053"
"MCK231","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","9.903","3.262","1.805","2.336","4.104","1.488","0.185","0.125","0.035","0.058","0.054"
"GTH161","2015.0","FA","09/01/2015 09:00:00","12/01/2015 08:00:00","0.243","0.295","0.081","0.13","0.209","0.112","0.067","0.016","0.012","0.015","0.013"
"EVE419","2001.0","FA","09/04/2001 09:00:00","12/04/2001 08:00:00","0.944","2.115","1.206","0.339","1.54","0.378","0.246","1.599","0.204","0.107",""
"HOX148","2013.0","WI","12/04/2012 09:00:00","02/26/2013 08:00:00","0.949","1.323","1.549","0.447","1.989","0.865","0.106","0.06","0.022","0.042","0.053"
"BUF603","2017.0","SP","02/28/2017 09:00:00","05/30/2017 08:00:00","0.298","0.446","0.13","0.372","0.496","0.182","0.086","0.013","0.014","0.015","0.014"
"LAV410","2012.0","FA","09/04/2012 09:00:00","12/04/2012 08:00:00","0.151","0.364","0.152","0.291","0.437","0.15","0.072","0.044","0.014","0.026","0.015"
"PAL190","2013.0","SU","06/04/2013 09:00:00","09/03/2013 08:00:00","0.747","1.678","0.656","1.051","1.69","0.561","0.686","0.161","0.06","0.081","0.031"
"YOS404","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","0.494","0.761","0.399","0.497","0.889","0.254","0.123","0.126","0.032","0.041","0.017"
"ARE128","1996.0","WI","11/28/1995 09:00:00","02/27/1996 08:00:00","20.474","2.976","2.618","3.064","5.633","1.769","","","","",""
"PSU106","1998.0","SU","06/02/1998 09:00:00","09/01/1998 08:00:00","6.958","8.029","0.495","2.528","2.983","2.795","","","","",""
"CDR119","1991.0","SP","02/26/1991 09:00:00","06/04/1991 08:00:00","8.529","5.972","0.198","1.622","1.794","1.755","","","","",""
"UVL124","2000.0","SU","05/30/2000 09:00:00","08/29/2000 08:00:00","2.418","3.853","1.123","2.027","3.118","1.547","0.422","0.045","0.084","0.08",""
"SHE604","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.203","0.323","0.16","0.264","0.42","0.147","0.098","0.017","0.016","0.016","0.024"
"HOW132","2005.0","SP","03/01/2005 09:00:00","05/31/2005 08:00:00","0.79","1.262","0.193","0.422","0.608","0.371","0.046","0.139","0.022","0.029","0.065"
"OXF122","2011.0","SP","03/01/2011 09:00:00","05/31/2011 08:00:00","3.894","2.742","1.303","1.705","2.982","1.185","0.274","0.083","0.057","0.07","0.037"
"ANA115","2000.0","FA","08/29/2000 09:00:00","11/28/2000 08:00:00","4.101","3.672","1.723","1.842","3.536","1.496","0.403","0.06","0.088","0.087",""
"ARE128","1996.0","SU","06/04/1996 09:00:00","09/03/1996 08:00:00","5.78","7.989","0.508","3.604","4.054","2.767","","","","",""
"SEK430","2010.0","FA","08/31/2010 09:00:00","11/30/2010 08:00:00","0.501","1.029","1.369","1.394","2.74","0.619","0.209","0.156","0.051","0.108","0.049"
"SHN418","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.283","1.162","0.219","0.621","0.83","0.438","0.134","0.049","0.027","0.052","0.03"
"VOY413","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","0.652","0.85","0.787","0.262","1.045","0.429","0.048","0.128","0.028","0.029","0.07"
"MEV405","2001.0","FA","09/04/2001 09:00:00","12/04/2001 08:00:00","0.982","0.821","0.223","0.91","1.118","0.309","0.186","0.059","0.019","0.022",""
"ESP127","1988.0","SP","03/01/1988 09:00:00","05/31/1988 08:00:00","","","","","","","","","","",""
"ACA416","2022.0","FA","08/30/2022 09:00:00","11/29/2022 08:00:00","0.233","0.439","0.433","0.19","0.62","0.117","0.075","0.402","0.051","0.036","0.557"
"KEF112","2016.0","SP","03/01/2016 09:00:00","05/31/2016 08:00:00","0.749","1.222","0.342","0.648","0.98","0.444","0.197","0.063","0.035","0.04","0.035"
"YEL408","2021.0","SP","03/02/2021 09:00:00","06/01/2021 08:00:00","0.97","0.372","0.178","0.159","0.335","0.13","0.112","0.039","0.018","0.021","0.016"
"THR422","2011.0","FA","08/30/2011 09:00:00","11/29/2011 08:00:00","0.578","0.764","0.401","0.38","0.775","0.251","0.512","0.073","0.066","0.05","0.016"
"MKG113","1988.0","WI","12/01/1987 09:00:00","03/01/1988 08:00:00","","","","","","","","","","",""
"GAS153","2006.0","SU","05/30/2006 09:00:00","08/29/2006 08:00:00","4.256","6.887","0.126","1.926","2.021","1.961","0.18","0.164","0.053","0.102","0.032"
"MEV405","1999.0","SP","03/02/1999 09:00:00","06/01/1999 08:00:00","0.82","0.795","0.357","0.54","0.889","0.246","","","","",""
"CVL151","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.37","1.095","0.359","0.477","0.828","0.364","0.193","0.138","0.034","0.075","0.07"
"CND125","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","1.024","2.255","0.415","0.749","1.152","0.74","0.176","0.174","0.034","0.092","0.063"
"LRL117","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","17.584","2.833","0.653","1.856","2.479","0.921","0.154","0.113","0.021","0.042","0.046"
"ASH135","2013.0","SP","02/26/2013 09:00:00","06/04/2013 08:00:00","0.313","0.779","0.189","0.166","0.352","0.241","0.084","0.162","0.03","0.056","0.168"
"BBE401","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","0.703","2.376","0.46","0.723","1.172","0.627","0.422","0.192","0.043","0.055","0.02"
"OLY421","2000.0","FA","08/29/2000 09:00:00","11/28/2000 08:00:00","2.661","1.359","0.725","0.493","1.211","0.468","0.051","0.341","0.037","0.1",""
"CTH110","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","4.966","5.87","0.248","2.247","2.459","1.846","0.243","0.045","0.04","0.067",""
"PAR107","1992.0","FA","09/01/1992 09:00:00","12/01/1992 08:00:00","8.788","5.396","0.408","1.365","1.751","1.452","","","","",""
"GTH161","2021.0","SU","06/01/2021 09:00:00","08/31/2021 08:00:00","0.09","0.364","0.106","0.245","0.347","0.182","0.145","0.025","0.024","0.067","0.013"
"CKT136","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","1.737","1.662","0.323","1.065","1.371","0.594","0.198","0.087","0.037","0.055","0.04"
"CON186","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","0.193","0.349","1.092","0.595","1.677","0.348","0.076","0.067","0.017","0.018","0.034"
"ROM206","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","0.221","0.374","0.293","0.194","0.484","0.207","0.033","0.017","0.005","0.018","0.016"
"ARE128","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","1.095","1.261","2.957","0.605","3.552","1.193","0.185","0.144","0.028","0.058","0.126"
"WST109","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","0.49","0.948","0.246","0.333","0.574","0.346","0.087","0.092","0.022","0.036","0.063"
"PED108","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","3.031","2.301","0.457","1.04","1.48","0.91","0.067","0.072","0.013","0.074","0.04"
"SAN189","2007.0","FA","09/04/2007 09:00:00","12/04/2007 08:00:00","0.626","1.362","1.14","0.546","1.678","0.543","0.668","0.048","0.08","0.083","0.022"
"GRS420","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","6.129","2.857","0.14","2.754","2.849","0.823","","","","",""
"SND152","1992.0","WI","12/03/1991 09:00:00","03/03/1992 08:00:00","9.181","3.101","2.474","1.046","3.503","1.857","","","","",""
"NEC602","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.163","0.506","0.13","0.451","0.574","0.185","0.366","0.018","0.023","0.038","0.016"
"NEC602","2017.0","SP","02/28/2017 09:00:00","05/30/2017 08:00:00","0.338","0.561","0.253","0.379","0.626","0.213","0.348","0.022","0.022","0.025","0.015"
"CAT175","2022.0","WI","11/30/2021 09:00:00","03/01/2022 08:00:00","0.437","0.665","1.196","0.459","1.648","0.457","0.102","0.162","0.021","0.037","0.141"
"SPD111","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","2.873","2.617","1.094","1.045","2.123","1.129","0.188","0.058","0.017","0.07","0.037"
"RCK163","1993.0","SP","03/02/1993 09:00:00","06/01/1993 08:00:00","0.235","0.606","0.644","0.274","0.914","0.335","","","","",""
"BVL130","1989.0","SP","02/28/1989 09:00:00","05/30/1989 08:00:00","9.26","5.976","3.6","2.964","6.517","2.857","0.642","0.125","0.123","0.328",""
"WST109","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","0.953","1.947","0.089","0.349","0.432","0.586","0.043","0.058","0.014","0.051","0.065"
"CHA467","1993.0","WI","12/01/1992 09:00:00","03/02/1993 08:00:00","2.385","0.862","0.145","0.237","0.378","0.285","","","","",""
"PSU106","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.801","1.648","0.284","1.191","1.457","0.604","0.273","0.037","0.043","0.067","0.032"
"ALC188","2018.0","WI","11/28/2017 09:00:00","02/27/2018 08:00:00","0.847","1.414","0.712","0.536","1.24","0.382","0.238","0.396","0.058","0.093","0.314"
"BEL116","2008.0","FA","09/02/2008 09:00:00","12/02/2008 08:00:00","4.927","3.007","0.666","1.354","1.999","1.004","0.231","0.205","0.057","0.071","0.082"
"CNT169","1997.0","SU","06/03/1997 09:00:00","09/02/1997 08:00:00","0.371","0.742","0.143","0.606","0.74","0.26","","","","",""
"CHE185","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.432","1.589","0.31","0.739","1.037","0.435","0.27","0.145","0.046","0.096","0.035"
"DUK008","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.463","1.106","0.537","0.851","1.375","0.321","0.121","0.342","0.055","0.064","0.221"
"MAC426","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","2.907","2.405","2.43","0.821","3.238","1.423","0.219","0.106","0.028","0.055","0.057"
"OXF122","2010.0","FA","08/31/2010 09:00:00","11/30/2010 08:00:00","5.795","2.407","1.208","1.461","2.646","0.999","0.595","0.059","0.106","0.1","0.044"
"BWR139","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","5.36","5.843","0.214","2.339","2.516","1.731","0.144","0.305","0.06","0.091","0.045"
"ESP127","2007.0","SP","02/27/2007 09:00:00","05/29/2007 08:00:00","3.325","4.182","0.556","1.751","2.279","1.382","0.268","0.188","0.051","0.077","0.033"
"ROM206","2013.0","SU","06/04/2013 09:00:00","09/03/2013 08:00:00","0.225","0.653","0.185","0.569","0.745","0.263","0.163","0.035","0.022","0.045","0.014"
"WST109","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","2.14","1.655","0.369","0.616","0.975","0.503","0.042","0.188","0.014","0.033","0.078"
"ALC188","2008.0","WI","12/04/2007 09:00:00","03/04/2008 08:00:00","1.783","2.351","0.777","0.999","1.76","0.553","0.214","0.606","0.085","0.089","0.445"
"EVE419","2010.0","SP","03/02/2010 09:00:00","06/01/2010 08:00:00","0.646","2.851","1.183","0.51","1.685","0.387","0.351","1.894","0.255","0.146","2.235"
"LRL117","2007.0","FA","09/04/2007 09:00:00","12/04/2007 08:00:00","6.259","4.132","0.646","0.979","1.609","1.537","0.175","0.044","0.027","0.054","0.039"
"HWF187","2020.0","FA","09/01/2020 09:00:00","12/01/2020 08:00:00","0.183","0.49","0.179","0.204","0.38","0.184","0.085","0.05","0.018","0.037","0.051"
